,RAJ2000,DEJ2000,Dist,Bmag,BmagHyp,ImagHyp,modzHyp,mod0Hyp,logd25Hyp,logr25Hyp,logdcHyp,PAHyp,BmagHypC,ImagHypC,U-BHypC,B-VHypC,Jmag2,Hmag2,Kmag2,a_b,PAK,BmagGWGC,maj,min,PAGWGC,DistGWGC,Kmag2MPZ,Bmag2MPZ,zsp2MPZ,zph2MPZ,Flag
670742,350.44692999999995,43.99316805555555,49.528,15.1,15.94,,34.57,,0.9,0.03,0.99,,15.02,,,,11.74,11.009,10.685,0.7,-30.0,15.1,0.6,0.558,,49.528,10.614,14.369,0.018170000000000002,0.018984,0
670753,299.39028888888885,-55.57793388888888,69.639,13.99,14.32,12.35,34.3,,1.13,0.12,1.15,95.5,13.99,12.23,,,11.231,10.513,10.264,0.5,-85.0,13.99,0.869,0.443,95.5,69.639,10.242,14.101,0.017320000000000002,0.017652,0
670764,222.79325888888886,-26.638278888888884,27.139,14.89,15.61,13.59,33.07,,0.85,0.23,0.91,144.8,14.89,13.29,,,12.943,12.212,11.919,0.6,-15.0,14.89,0.466,0.27,144.8,27.139,11.862,14.57,0.00952,0.031197,0
670797,151.00884999999997,-6.474756944444444,67.597,12.34,13.0,11.67,34.32,,1.27,0.32,1.27,170.6,12.34,11.6,,,10.7,9.965,9.599,0.6,-35.0,12.34,1.12,0.538,170.6,67.597,9.586,13.063,0.017020000000000004,0.013044,0
670844,205.53665194444443,-30.763493888888885,64.569,13.19,13.65,11.4,34.15,,1.22,0.29,1.23,106.9,13.11,11.28,,,10.441,9.75,9.489,0.6,-75.0,13.19,1.66,0.852,106.9,64.569,9.466,13.306,0.015870000000000002,0.013964,0
670852,194.36025999999998,-3.490973055555555,42.139,14.29,14.38,12.77,33.3,,1.11,0.09,1.12,146.2,14.24,12.73,,,11.385,10.687,10.472,0.6,-10.0,14.29,0.199,0.161,146.2,42.139,10.464,14.096,0.010270000000000001,0.015752,0
670857,192.9732511111111,-12.604386944444443,63.278,16.27,16.44,,34.11,,0.67,0.14,,55.5,16.22,,,,13.298,12.71,12.481,0.5,70.0,16.27,0.468,0.339,55.5,63.278,12.467,15.828,0.015280000000000002,0.02736,0
670877,45.894816944444436,46.38631805555555,35.318,11.31,12.34,9.96,32.84,32.74,1.52,0.23,1.6,42.9,11.08,9.55,,0.68,9.211,8.452,8.166,0.7,90.0,11.31,3.231,1.906,42.9,35.318,8.088,12.225,0.007960000000000002,0.009535,0
670899,339.6752930555555,-22.384683888888887,46.486,16.28,16.4,,33.44,,0.74,0.2,,76.5,16.24,,,,13.118,12.391,11.999,0.7,75.0,16.28,0.55,0.347,76.5,46.486,11.989,15.76,,0.066652,0
670919,160.53144805555553,13.746929999999999,24.434,10.99,11.44,10.66,31.52,31.73,1.09,0.24,1.09,97.0,10.89,10.6,-0.07,0.51,9.4,8.731,8.448,0.6,90.0,10.99,3.795,2.353,97.0,24.434,8.437,11.387,0.004320000000000001,0.010679,0
670952,202.8320619444444,-1.6149230555555554,89.292,14.93,15.19,13.27,34.9,,0.94,0.04,0.96,,14.93,13.2,,,12.302,11.588,11.305,0.8,-15.0,14.93,0.601,0.523,,89.292,11.291,14.551,0.021570000000000002,0.019812,0
670993,269.26956194444443,12.23980111111111,42.861,13.2,14.2,,33.27,,1.03,0.15,1.1,106.7,13.2,,,,11.394,10.606,10.418,0.6,-70.0,13.2,0.793,0.626,106.7,42.861,10.355,12.97,0.009810000000000001,0.011437,0
671010,281.9240111111111,-63.40568194444444,61.694,13.91,14.36,12.16,33.46,,1.3,0.66,1.31,28.8,13.91,11.99,0.41,0.72,11.169,10.463,10.193,0.4,30.0,13.91,1.146,0.344,28.8,61.694,10.16,14.053,0.011660000000000002,0.020982,0
671014,11.580741944444442,51.21745305555555,75.792,13.13,14.88,12.91,34.51,,1.14,0.43,1.21,103.0,13.14,12.48,,,12.014,11.262,10.93,0.4,-75.0,13.13,1.146,0.481,103.0,75.792,10.849,13.826,0.017580000000000002,0.018631,0
671036,188.2000119444444,37.62180305555555,18.365,12.2,13.34,,30.07,31.32,1.56,0.56,1.54,32.6,12.31,,,,12.41,11.741,11.606,0.2,35.0,12.2,2.75,0.743,32.0,18.365,11.602,18.334,0.0016500000000000002,0.011948,0
671045,39.367824999999996,21.141953888888885,57.194,14.5,15.15,,33.87,,0.23,0.0,,,14.46,,,,13.901,13.288,12.928,0.8,-40.0,14.5,0.132,0.132,,57.194,12.873,15.497,,0.024195,0
671052,194.61538694444442,-8.858664999999998,61.472,16.14,16.29,14.4,34.05,,0.7,0.2,,138.5,16.1,14.34,,,13.973,13.365,13.012,0.5,-50.0,16.14,0.501,0.316,138.5,61.472,13.0,16.088,0.014780000000000001,0.028842,0
671056,15.178558055555554,-19.858054999999997,76.75,15.94,16.04,14.07,34.52,,0.89,0.46,0.88,139.3,15.88,14.04,,,13.344,12.571,12.317,0.5,-40.0,15.94,0.776,0.269,139.3,76.75,12.311,15.92,0.018880000000000004,0.036745,0
671068,29.181399999999996,15.014768888888886,65.139,14.28,14.91,13.15,34.15,,0.93,0.28,0.94,0.7,14.28,13.04,,,12.338,11.66,11.294,0.5,10.0,14.28,0.645,0.4,2.5,65.139,11.273,14.236,0.015660000000000004,0.029897,0
671070,168.12936388888886,23.27671111111111,98.639,15.02,15.08,13.35,34.99,,0.99,0.14,1.0,56.2,14.91,13.32,,,11.94,11.226,11.041,0.8,40.0,15.02,0.675,0.527,56.2,98.639,11.036,14.707,0.022390000000000004,0.019431,0
671110,145.87420694444444,9.420781944444443,44.542,15.12,15.19,13.73,33.41,,0.99,0.15,0.99,146.3,14.9,13.69,,,12.44,11.777,11.562,0.9,-80.0,15.12,1.347,0.512,146.3,44.542,11.553,14.945,0.010960000000000001,0.019087,0
671112,193.21040305555553,-40.4516261111111,46.345,12.76,13.67,11.71,33.66,33.33,1.25,0.28,1.29,99.0,12.71,11.51,,0.53,10.801,10.081,9.804,0.5,-75.0,12.76,1.286,0.669,97.2,46.345,9.765,13.101,0.012800000000000002,0.013751,0
671117,30.95753305555555,14.739018055555553,51.708,13.16,14.07,12.41,33.61,,1.39,0.57,1.39,9.6,13.21,12.3,,,10.794,10.056,9.774,0.3,10.0,13.16,1.817,0.836,9.5,51.708,9.753,13.738,0.012090000000000002,0.01879,0
671131,87.82465388888888,79.69618999999999,61.042,13.85,14.38,,34.09,,1.17,0.16,1.21,14.5,13.85,,,,10.494,9.711,9.44,0.7,5.0,13.85,0.998,0.868,14.5,61.042,9.4,13.333,0.014160000000000002,0.016936,0
671149,207.85514805555553,-28.273248888888887,64.236,15.11,15.41,13.13,34.13,,0.9,0.12,,,15.06,13.0,,,12.389,11.676,11.426,0.8,-65.0,15.11,0.794,0.603,,64.236,11.401,14.945,0.015660000000000004,0.019255,0
671154,194.26557888888885,-10.761764999999999,54.278,14.05,14.36,11.85,33.78,,1.14,0.15,1.17,92.5,14.05,11.74,,,11.045,10.334,10.055,0.8,-85.0,14.05,1.38,0.977,92.5,54.278,10.033,13.599,0.013060000000000002,0.017153,0
671160,79.8970261111111,-77.72872888888888,64.667,12.62,14.02,11.41,34.11,,1.24,0.27,1.33,63.7,12.62,10.93,,,9.886,9.082,8.791,0.4,70.0,12.62,1.41,0.62,63.7,64.667,8.698,15.851,0.01616,0.013448,0
671164,43.61452499999999,41.51362611111111,72.736,16.64,17.12,,34.3,,0.64,0.3,,4.5,16.6,,,,13.994,13.398,13.132,0.5,10.0,16.64,0.3,0.15,4.5,72.736,13.092,16.474,,0.024774,0
671179,299.15914888888886,-48.09047694444444,94.444,16.01,16.2,14.79,34.98,,0.63,0.11,,61.0,15.94,14.71,,,14.304,13.626,13.39,0.8,80.0,16.01,0.427,0.331,61.0,94.444,13.374,15.617,,0.030076,0
671186,30.344249999999995,-38.270068888888886,83.625,15.42,15.46,13.88,34.68,,0.72,0.06,0.72,105.2,15.25,13.84,,,13.243,12.615,12.348,0.8,50.0,15.42,0.362,0.322,105.2,83.625,12.34,15.202,0.020630000000000003,0.030795,0
671195,175.93327305555553,20.272588888888887,89.694,14.7,15.18,13.22,35.04,,0.97,0.44,0.96,38.2,14.78,13.18,,,12.167,11.501,11.217,0.4,35.0,14.7,0.573,,38.2,89.694,11.21,14.934,0.022940000000000002,0.020105,0
671205,173.57565305555553,15.596003055555553,72.944,16.66,16.84,,34.42,,0.51,0.18,,109.0,16.61,,,,14.729,14.157,13.688,0.6,-70.0,16.66,0.324,0.214,109.0,72.944,13.673,16.212,0.017220000000000003,0.029889,0
671217,277.7321780555555,-66.65171805555555,60.875,13.52,15.15,13.67,33.97,,1.17,0.7,1.18,176.6,13.52,13.49,,,13.065,12.454,12.236,0.2,-5.0,13.52,0.932,0.205,177.1,60.875,12.202,14.284,0.015000000000000003,0.012805,0
671228,66.98655694444443,40.84824,82.639,15.34,18.18,,34.71,,0.47,0.12,0.71,53.0,15.34,,,,14.234,13.386,13.009,0.5,55.0,15.34,0.515,,53.0,82.639,12.789,16.182,,0.033749,0
671238,42.14328388888888,-0.9933280555555555,96.653,15.84,16.46,14.87,35.03,,1.02,0.47,1.02,90.2,15.76,14.77,,,13.5,12.569,12.143,0.2,90.0,15.84,1.047,0.355,90.2,96.653,12.123,15.81,0.023490000000000004,0.0376,0
671240,217.97517388888886,-32.60491888888888,61.708,15.26,15.54,13.93,34.05,,0.76,0.16,,85.0,15.21,13.8,,,13.44,12.777,12.669,0.6,70.0,15.26,0.575,0.398,85.0,61.708,12.645,14.927,0.015140000000000002,0.01615,0
671241,101.97856888888887,84.1619111111111,63.139,13.54,14.73,,34.15,,1.15,0.56,1.15,1.3,13.54,,,,13.113,12.604,12.357,0.3,-5.0,13.54,1.228,0.246,1.3,63.139,12.335,14.348,,0.01277,0
671253,228.59329194444442,-44.004054999999994,69.944,15.44,16.26,14.01,34.34,,0.82,0.74,0.87,24.2,14.86,13.64,,,12.536,11.704,11.304,0.4,25.0,15.44,0.508,,24.2,69.944,11.234,15.206,0.016900000000000002,0.027656,0
671280,315.8745419444444,-11.41468611111111,73.847,15.96,16.31,14.33,34.44,,0.64,0.08,,169.0,15.9,14.18,,,12.882,12.21,11.896,0.9,15.0,15.96,0.437,0.364,169.0,73.847,11.868,15.632,0.017780000000000004,0.026227,0
671287,238.82307388888887,47.9609111111111,88.083,15.55,15.62,14.31,34.83,,0.86,0.53,,13.5,15.49,14.27,,,13.113,12.392,12.202,0.5,10.0,15.55,0.724,0.214,13.5,88.083,12.196,15.72,0.02023,0.018837,0
671289,104.97378499999999,-0.4243138888888888,94.806,13.36,16.99,16.25,35.0,,0.72,0.3,0.99,81.5,13.36,14.9,,,13.907,13.137,12.755,0.5,-80.0,13.36,1.343,0.671,81.5,94.806,12.495,13.628,,0.014496,0
671290,302.95156888888886,-51.38831694444444,42.722,14.41,14.68,13.17,32.97,,1.02,0.51,1.02,146.1,13.61,13.05,,,12.628,11.973,11.7,0.4,-30.0,14.41,0.659,0.217,146.1,42.722,11.677,14.5,0.009660000000000002,0.0208,0
671330,131.11074805555555,-25.26387805555555,71.486,14.45,15.55,,34.37,,0.82,0.46,0.85,15.0,14.56,,,,12.011,11.304,10.996,0.5,10.0,14.45,0.661,0.229,15.0,71.486,10.952,14.718,0.017700000000000004,0.033052,0
671346,145.91827388888888,11.060774999999998,84.486,14.11,14.31,13.0,34.78,,0.93,0.01,0.94,,14.11,12.95,,,11.519,10.833,10.522,0.9,-25.0,14.11,0.478,0.478,,84.486,10.513,14.504,0.020550000000000002,0.028356,0
671349,74.52551999999999,41.17159305555555,39.778,15.1,18.47,,33.22,,0.67,0.4,0.97,40.3,14.41,,,,13.303,12.286,11.852,0.3,40.0,15.1,2.012,,40.5,39.778,11.566,17.025,,0.044822,0
671432,311.7801819444444,0.43019194444444436,53.472,14.76,15.15,13.32,33.66,,0.7,0.16,0.73,63.5,14.68,13.13,,,11.633,10.991,10.69,0.4,55.0,14.76,0.456,0.255,63.5,53.472,10.655,14.277,0.012220000000000002,0.018606,0
671436,54.734199999999994,30.255856111111108,58.833,15.38,17.21,,33.95,,0.6,0.15,0.74,130.7,15.38,,,,14.219,13.543,13.226,0.3,-60.0,15.38,0.398,0.282,130.7,58.833,13.09,14.818,,0.011587,0
671443,311.65862999999996,0.33939888888888886,53.486,15.34,15.74,14.06,33.73,,0.88,0.19,0.92,132.5,15.24,13.86,,,13.168,12.429,12.294,0.7,-50.0,15.34,0.759,0.49,132.5,53.486,12.255,14.998,0.012630000000000002,0.008664,0
671447,47.17832194444444,-11.04893111111111,68.917,15.93,16.25,14.13,34.3,,0.82,0.46,0.83,169.7,15.92,14.02,,,13.398,12.675,12.517,0.4,-20.0,15.93,0.661,0.229,169.7,68.917,12.495,15.899,0.016980000000000002,0.0227,0
671463,107.32475305555555,49.87136499999999,71.028,14.56,15.73,,34.35,,0.94,0.47,0.96,47.5,14.56,,,,13.234,12.472,12.12,0.4,45.0,14.56,0.871,0.295,47.5,71.028,12.089,15.26,,0.044494,0
671467,211.7683261111111,-30.01708611111111,26.669,12.8,13.31,12.21,32.91,32.13,1.14,0.28,1.15,82.3,12.54,12.09,-0.37,0.2,11.996,11.402,11.23,0.6,70.0,12.8,0.932,0.55,82.3,26.669,11.208,13.118,0.008980000000000002,0.005947,0
671481,307.6604,-33.485549999999996,43.125,12.55,13.02,11.24,33.19,,1.37,0.12,1.39,148.3,12.56,11.13,0.01,0.62,10.383,9.704,9.431,0.7,-25.0,12.55,2.086,1.481,148.3,43.125,9.41,12.714,0.010280000000000001,0.010504,0
671487,145.41787694444443,-9.022571944444444,54.486,14.74,14.95,12.66,34.59,,1.05,0.31,1.05,80.8,14.42,12.59,,,11.736,11.026,10.78,0.7,80.0,14.74,1.122,0.55,80.8,54.486,10.767,14.607,0.01913,0.026898,0
671493,170.51948499999997,19.050028055555554,58.861,15.27,15.42,14.4,34.01,,0.98,0.28,0.98,74.9,15.27,14.36,,,13.028,12.302,11.946,0.6,65.0,15.27,0.502,,74.9,58.861,11.939,14.898,,0.037822,0
671546,334.1690669444444,-27.440088055555552,73.361,16.74,16.83,14.72,34.42,,0.54,0.09,,10.0,16.68,14.68,,,13.827,13.322,12.945,0.8,30.0,16.74,0.347,0.282,10.0,73.361,12.938,16.568,0.01794,0.038928,0
671554,153.93560805555555,-20.295613888888887,47.958,13.59,14.2,12.25,33.54,,1.23,0.36,1.24,126.7,13.58,12.15,,,11.292,10.553,10.172,0.7,-70.0,13.59,1.021,0.51,126.7,47.958,10.152,13.945,0.012010000000000002,0.018651,0
671560,206.73590111111108,-39.884364999999995,94.097,14.88,15.19,13.31,34.98,,1.08,0.5,,110.4,14.81,13.17,,,12.483,11.7,11.385,0.3,-65.0,14.88,0.757,0.25,110.5,94.097,11.359,14.652,0.023180000000000003,0.029795,0
671570,215.37255888888888,-33.16696194444444,55.611,14.55,15.66,14.11,33.84,,1.06,0.58,1.07,170.6,14.46,13.95,,,13.672,12.997,12.592,0.5,-5.0,14.55,1.148,0.302,170.6,55.611,12.562,14.908,0.013690000000000003,0.017439,0
671593,190.00692694444442,-42.04278194444444,38.931,13.07,14.41,12.17,33.1,,1.2,0.43,1.24,131.4,13.08,11.9,,,11.122,10.393,10.075,0.4,-50.0,13.07,1.045,0.428,131.4,38.931,10.024,13.62,0.009910000000000002,0.021214,0
671638,194.6097261111111,-10.21168,88.875,16.67,16.87,14.58,34.85,,0.72,0.48,,71.0,16.61,14.49,,,13.396,12.58,12.332,0.5,75.0,16.67,0.525,0.174,71.0,88.875,12.315,16.339,0.021380000000000003,0.048071,0
671639,151.20873999999998,-6.724978055555555,67.278,14.5,14.65,12.32,34.24,,1.06,0.14,1.08,41.5,14.42,12.25,,,11.536,10.845,10.582,0.6,50.0,14.5,1.148,0.831,41.5,67.278,10.569,14.338,0.016350000000000003,0.024126,0
671649,210.44192499999997,9.490223055555555,86.833,13.64,14.12,12.96,34.83,,1.19,0.19,1.2,52.1,13.65,12.89,0.1,0.67,11.922,11.259,10.993,0.5,55.0,13.64,1.257,0.779,52.1,86.833,10.981,14.427,0.020790000000000003,0.021797,0
671661,173.42053194444443,-13.878774999999997,61.472,14.8,15.02,12.85,34.11,,0.96,0.17,0.97,86.5,14.8,12.79,,,12.144,11.47,11.365,0.9,75.0,14.8,0.615,0.418,86.5,61.472,11.352,14.607,0.015370000000000002,0.009117,0
671678,266.0357361111111,40.86731305555555,25.351,14.3,15.01,,32.38,36.24,0.69,0.16,0.7,5.0,14.59,,,,12.775,12.068,11.678,0.9,-15.0,14.3,0.354,0.244,5.0,25.351,11.664,14.855,0.04039000000000001,0.040248,0
671680,264.2034611111111,72.0889511111111,39.994,12.73,13.02,11.75,33.04,33.01,1.32,0.39,1.32,93.1,12.26,11.69,,,11.084,10.39,10.121,0.5,80.0,12.73,1.657,0.696,93.1,39.994,10.109,13.397,0.008280000000000001,0.0134,0
671682,180.60743694444443,-4.305993055555555,77.917,13.7,15.28,13.7,34.6,,1.2,0.77,1.19,59.6,13.86,13.64,,,13.122,12.304,12.066,0.2,55.0,13.7,1.021,0.163,59.4,77.917,12.054,15.089,0.019200000000000002,0.031711,0
671685,147.18179305555554,44.081286944444436,66.597,12.52,13.11,12.14,34.28,,1.39,0.3,1.38,55.0,12.52,12.12,,0.47,11.07,10.386,10.106,0.5,40.0,12.52,2.134,1.024,55.0,66.597,10.101,17.601,0.015910000000000004,0.01558,0
671688,36.344989999999996,42.035396944444436,77.389,14.16,14.51,,34.35,,1.01,0.0,1.05,,14.16,,,,11.304,10.603,10.35,0.9,40.0,14.16,0.675,0.675,,77.389,10.327,14.246,0.016600000000000004,0.020846,0
671702,191.92480499999996,26.981654999999996,99.375,14.58,14.68,13.0,35.13,,1.03,0.54,1.01,61.8,14.51,12.97,,,11.437,10.735,10.463,0.4,65.0,14.58,0.975,0.292,61.8,99.375,10.458,14.591,0.023850000000000003,0.021691,0
671704,354.0587461111111,2.15502,34.674,12.8,12.98,11.35,33.04,,1.34,0.14,1.35,8.4,12.53,11.25,-0.52,0.42,10.836,10.208,9.871,0.4,-20.0,12.8,1.346,1.023,8.4,34.674,9.852,13.118,0.009330000000000001,0.013979,0
671715,308.01010111111106,-14.922723055555554,92.458,15.3,15.59,14.04,34.92,,0.99,0.51,,167.3,15.24,13.92,,,13.672,12.872,12.652,0.5,-15.0,15.3,0.977,0.302,167.3,92.458,12.628,14.851,0.02227,0.018941,0
671720,14.959973888888888,-40.421051111111105,92.333,17.06,17.12,15.53,34.94,,0.57,0.05,,86.0,16.99,15.5,,,14.883,14.069,13.465,0.5,-80.0,17.06,0.372,0.331,86.0,92.333,13.46,17.002,,0.052518,0
671728,75.61354805555554,-9.47178611111111,52.722,15.16,15.52,13.3,33.71,,0.88,0.33,,165.5,15.12,13.14,,,12.456,11.751,11.498,0.5,-10.0,15.16,0.759,0.355,165.5,52.722,11.468,14.935,0.013030000000000002,0.029376,0
671733,246.4161219444444,20.68354805555555,62.722,16.34,16.6,15.81,34.09,,0.59,0.14,,150.2,16.29,15.69,,,14.811,14.246,13.847,0.8,-30.0,16.34,0.389,0.282,150.2,62.722,13.825,16.681,0.014480000000000002,0.044682,0
671737,195.10702499999996,28.867669999999997,95.417,15.23,15.38,,35.03,,0.78,0.14,0.78,176.9,15.23,,,,12.69,11.971,11.791,0.8,5.0,15.23,0.38,0.296,176.9,95.417,11.787,15.117,0.022580000000000003,0.01704,0
671748,41.980823888888885,37.538441111111105,10.046,13.1,14.58,,30.07,,1.21,0.17,1.23,161.7,13.96,,,,14.366,13.775,13.625,0.7,-10.0,13.1,1.622,1.096,161.7,10.046,13.598,16.005,0.0019400000000000003,0.009801,0
671754,299.03277611111105,-32.334624999999996,82.458,14.27,15.16,12.19,34.69,,0.95,0.19,1.03,14.1,14.27,11.84,,,11.626,10.893,10.662,0.7,-5.0,14.27,0.891,0.576,14.1,82.458,10.595,14.149,0.020260000000000004,0.020381,0
671765,145.8078461111111,-4.468728888888888,84.583,14.29,15.02,13.22,34.78,,1.0,0.46,1.0,175.0,14.3,13.14,,,12.354,11.608,11.361,0.3,-5.0,14.29,0.63,0.227,175.0,84.583,11.344,14.582,0.021290000000000003,0.029589,0
671766,186.54086305555552,-39.12400805555555,48.097,13.12,14.11,12.39,33.46,,1.26,0.39,1.28,127.8,13.12,12.22,,,12.135,11.503,11.287,0.3,-55.0,13.12,1.146,0.596,127.8,48.097,11.254,13.57,0.011850000000000001,0.01602,0
671776,87.7562711111111,-9.94476111111111,65.514,14.46,17.91,16.2,34.17,,0.6,0.23,,134.5,14.41,14.68,,,14.006,13.271,12.735,0.5,-55.0,14.46,0.398,0.234,134.5,65.514,12.446,14.251,0.016180000000000003,0.008552,0
671792,107.42389694444444,36.36926694444444,99.361,15.32,15.58,,35.13,,0.87,0.3,0.89,45.5,14.79,,,,12.11,11.357,11.109,0.6,40.0,15.32,0.524,0.147,45.5,99.361,11.087,15.192,0.023900000000000005,0.02573,0
671797,331.71581999999995,-64.63455194444444,35.833,12.96,13.81,12.05,32.97,,1.26,0.4,1.26,137.5,12.96,11.98,,,11.273,10.626,10.309,0.5,-40.0,12.96,1.146,0.424,137.5,35.833,10.295,13.169,0.010010000000000002,0.013638,0
671799,93.25077805555554,-52.46133,58.667,14.9,15.22,13.89,33.95,,0.9,0.24,,31.5,14.86,13.75,,,13.421,12.83,12.547,0.7,40.0,14.9,0.794,0.457,31.5,58.667,12.52,14.992,0.015010000000000003,0.030138,0
671805,347.37829611111107,32.67503388888888,93.472,14.11,14.63,,34.95,,1.08,0.13,1.1,52.2,14.11,,,,12.244,11.565,11.241,0.7,50.0,14.11,0.675,0.56,52.2,93.472,11.217,14.101,0.021780000000000004,0.016856,0
671809,128.87176499999998,25.027408888888885,71.986,15.12,15.24,,34.44,,0.9,0.48,0.89,50.6,14.87,,,,12.136,11.37,11.016,0.4,50.0,15.12,0.5,0.275,50.6,71.986,11.005,14.699,0.017490000000000002,0.027801,0
671819,268.9991461111111,18.33828694444444,43.681,12.48,13.02,,33.33,,1.32,0.1,1.35,42.5,12.48,,,,10.215,9.518,9.263,0.7,40.0,12.48,1.582,1.028,42.5,43.681,9.23,12.703,0.010020000000000001,0.013536,0
671827,96.19629694444443,15.979198055555553,56.583,13.68,16.67,,33.91,,0.76,0.38,1.03,24.0,13.02,,,,12.088,11.25,10.843,0.4,45.0,13.68,0.405,0.17,29.0,56.583,10.588,14.423,,0.013325,0
671837,201.08389305555554,36.596038888888884,67.417,14.5,14.61,14.24,34.3,,0.93,0.0,0.94,,14.54,14.21,,,13.29,12.761,12.458,0.9,80.0,14.5,0.316,0.3,,67.417,12.452,15.003,0.0159,0.018439,0
671840,328.6423030555555,44.39765499999999,54.847,15.06,16.79,,33.8,,0.65,0.13,0.79,17.5,15.06,,,,12.843,11.973,11.651,0.6,15.0,15.06,0.234,0.117,17.5,54.847,11.524,15.187,0.012410000000000003,0.018384,0
671859,289.9618230555555,-28.812863888888884,90.431,17.7,18.67,13.21,34.83,,0.96,0.39,0.99,165.0,17.77,13.01,,,12.107,11.322,10.909,0.4,-20.0,17.7,0.588,0.229,165.0,90.431,10.872,14.955,0.021690000000000004,0.026457,0
671879,11.947119999999998,-11.468698055555555,18.45,12.25,12.4,,31.75,,1.31,0.04,1.32,6.5,12.21,,-0.28,0.44,10.881,10.234,10.076,0.7,55.0,12.25,2.086,1.857,6.5,18.45,10.066,12.087,0.00544,0.009014,0
671885,89.10967305555555,-34.102103888888884,58.167,13.76,14.17,13.22,33.93,,1.04,0.1,1.06,152.6,13.76,13.13,,,12.479,11.881,11.613,0.7,-60.0,13.76,0.793,0.658,152.6,58.167,11.595,14.104,0.014840000000000002,0.018062,0
671889,158.07200611111108,27.668773888888886,6.5,12.87,13.21,,29.94,29.08,1.21,0.3,1.21,95.3,12.56,,-0.29,0.3,11.912,11.305,11.116,0.5,85.0,12.87,2.1,1.008,95.3,6.5,11.107,12.919,0.0017900000000000004,0.007161,0
671918,53.93836999999999,-21.782739999999997,19.889,16.22,16.38,14.9,31.64,,0.74,0.15,0.75,140.9,16.16,14.86,,,14.588,13.904,13.678,0.7,-45.0,16.22,0.55,0.389,140.9,19.889,13.668,16.094,,0.023284,0
671940,356.8490911111111,-2.3512738888888887,84.75,14.57,14.98,12.93,34.69,,0.99,0.27,0.99,42.0,14.56,12.86,,,11.99,11.292,11.044,0.7,40.0,14.57,0.316,0.19,42.0,84.75,11.031,14.534,0.020020000000000003,0.027421,0
671943,3.3622949999999996,17.486428888888888,71.556,13.69,14.21,,34.34,,1.07,0.15,1.08,12.7,13.69,,,,11.668,11.008,10.687,0.5,-15.0,13.69,0.757,0.628,12.7,71.556,10.667,13.409,0.016690000000000003,0.019227,0
671962,180.7093811111111,18.01553,65.681,14.52,14.62,13.43,34.26,,0.82,0.11,0.83,93.0,14.45,13.39,,,12.019,11.332,11.06,0.5,85.0,14.52,0.436,0.331,93.0,65.681,11.052,14.15,0.01606,0.020611,0
671974,49.02356305555555,-34.36069499999999,67.014,13.72,14.46,12.98,34.19,,1.08,0.37,1.08,63.6,13.71,12.92,,,12.008,11.313,10.993,0.5,65.0,13.72,0.889,0.347,63.6,67.014,10.982,13.998,0.016560000000000002,0.021491,0
671999,171.50430305555554,1.9841449999999998,92.861,14.04,14.57,13.28,35.0,,1.04,0.2,1.05,41.3,14.05,13.22,,,11.994,11.288,11.018,0.8,65.0,14.04,0.775,0.512,41.3,92.861,11.005,14.315,0.022760000000000002,0.022893,0
